post_id,slug,name,issue_type,image_src,detail,current_value
6967d72d7a9c958f4d24505b,a-day-in-the-life-of-an-accidental-homeschooler-krisy-shaughnessy,A Day in the Life of an Accidental Homeschooler: Krisy Shaughnessy,missing_dimensions,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/6973787b8ebb213eba8ae4cf_Screenshot%2020,Image #1 missing width/height (causes CLS),w= h=
6967d72d7a9c958f4d24505b,a-day-in-the-life-of-an-accidental-homeschooler-krisy-shaughnessy,A Day in the Life of an Accidental Homeschooler: Krisy Shaughnessy,hero_lazy_loading,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/6973787b8ebb213eba8ae4cf_Screenshot%2020,First image uses loading='lazy' (should be eager for LCP),loading=lazy
6967d33ca96b6c2fd187053e,charlynn-chambers-day-in-the-life,OpenEd Day in the Life: Charlynn Chambers,meta_description_long,,"Summary is 192 chars (aim for 120-160, will be truncated)",Stop trying to be a classroom teacher. Oregon OpenEd mom Charlynn Chambers share...
6967d33ca96b6c2fd187053e,charlynn-chambers-day-in-the-life,OpenEd Day in the Life: Charlynn Chambers,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/6967d33ba96b6c2fd1870531_6967cd433862e2c0a5ac8df0_charlynn-chambers-thumbnail.png,PNG extension - may contain JPEG data (common Gemini issue),6967d33ba96b6c2fd1870531_6967cd433862e2c0a5ac8df0_charlynn-chambers-thumbnail.png
6967d33ca96b6c2fd187053e,charlynn-chambers-day-in-the-life,OpenEd Day in the Life: Charlynn Chambers,hero_lazy_loading,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/6967d33ca96b6c2fd1870535_6967d06ba785dcb,First image uses loading='lazy' (should be eager for LCP),loading=lazy
6966be9c6bfc58531303e6ad,a-parrot-a-man-and-the-point-of-algebra,"A parrot, a man, and the point of algebra",thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/6966bf812ba6569feebfa51e_Blog%20Post%20Thumbnail%20(60).png,PNG extension - may contain JPEG data (common Gemini issue),6966bf812ba6569feebfa51e_Blog%20Post%20Thumbnail%20(60).png
6966be9c6bfc58531303e6ad,a-parrot-a-man-and-the-point-of-algebra,"A parrot, a man, and the point of algebra",timestamp_filename,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/6966be9b6bfc58531303e664_thumbnail-draft,Image #1 has timestamp-based filename,6966be9b6bfc58531303e664_thumbnail-draft_20260113_093348_pro.png
696694f9c4147571191e4e8c,her-homeschool-has-uniforms,Her homeschool has uniforms,meta_description_long,,"Summary is 190 chars (aim for 120-160, will be truncated)",An NFL player's wife homeschools 6 kids. They wear uniforms. School runs 7 to 7....
696694f9c4147571191e4e8c,her-homeschool-has-uniforms,Her homeschool has uniforms,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/696694f494c7cffaebe5ca83_Blog%20Post%20Thumbnail%20(59).png,PNG extension - may contain JPEG data (common Gemini issue),696694f494c7cffaebe5ca83_Blog%20Post%20Thumbnail%20(59).png
696694f9c4147571191e4e8c,her-homeschool-has-uniforms,Her homeschool has uniforms,missing_alt_text,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/696694f8c4147571191e4e4e_image%2520(12)-,Image #1 has no alt text,
69614def0de9d1528ac1dd90,can-ai-finally-solve-the-tutoring-problem,Can AI Finally Solve the Tutoring Problem?,meta_description_long,,"Summary is 170 chars (aim for 120-160, will be truncated)","AI tutoring finally gets an honest assessment. Plus: the math vocabulary trick, ..."
69614def0de9d1528ac1dd90,can-ai-finally-solve-the-tutoring-problem,Can AI Finally Solve the Tutoring Problem?,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/69616d644fbcea744195b687_Blog%20Post%20Thumbnail%20(58).png,PNG extension - may contain JPEG data (common Gemini issue),69616d644fbcea744195b687_Blog%20Post%20Thumbnail%20(58).png
69614def0de9d1528ac1dd90,can-ai-finally-solve-the-tutoring-problem,Can AI Finally Solve the Tutoring Problem?,missing_dimensions,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/696148fafced89a362eb82e9_Screenshot%2020,Image #1 missing width/height (causes CLS),w= h=
69614def0de9d1528ac1dd90,can-ai-finally-solve-the-tutoring-problem,Can AI Finally Solve the Tutoring Problem?,hero_lazy_loading,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/696148fafced89a362eb82e9_Screenshot%2020,First image uses loading='lazy' (should be eager for LCP),loading=lazy
69614def0de9d1528ac1dd90,can-ai-finally-solve-the-tutoring-problem,Can AI Finally Solve the Tutoring Problem?,missing_alt_text,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/6966953b9f3dede29a65189d_696010511db70ff,Image #2 has no alt text,
696148cb6daa8873b281c6fd,ai-tutors-homeschool,AI Tutoring for Homeschool: An Honest Assessment (2026),meta_description_long,,"Summary is 205 chars (aim for 120-160, will be truncated)",AI tutors and adaptive learning apps promise personalized learning without the $...
696148cb6daa8873b281c6fd,ai-tutors-homeschool,AI Tutoring for Homeschool: An Honest Assessment (2026),thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/696148fafced89a362eb82e9_Screenshot%202026-01-09%20132910.png,PNG extension - may contain JPEG data (common Gemini issue),696148fafced89a362eb82e9_Screenshot%202026-01-09%20132910.png
696148cb6daa8873b281c6fd,ai-tutors-homeschool,AI Tutoring for Homeschool: An Honest Assessment (2026),missing_dimensions,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/69614f773fdc404a71b56656_Screenshot%2020,Image #1 missing width/height (causes CLS),w= h=
696148cb6daa8873b281c6fd,ai-tutors-homeschool,AI Tutoring for Homeschool: An Honest Assessment (2026),hero_lazy_loading,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/69614f773fdc404a71b56656_Screenshot%2020,First image uses loading='lazy' (should be eager for LCP),loading=lazy
69600ff2ffb206faf7f183eb,3-ways-to-foster-purpose-in-your-teen-without-nagging,3 Ways to Foster Purpose in Your Teen (Without Nagging),meta_description_long,,"Summary is 251 chars (aim for 120-160, will be truncated)","We often think we're helping kids by asking ""what is your purpose?"", but researc..."
69600ff2ffb206faf7f183eb,3-ways-to-foster-purpose-in-your-teen-without-nagging,3 Ways to Foster Purpose in Your Teen (Without Nagging),thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/696010511db70ffa0e2c753c_Screenshot%202026-01-08%20151508.png,PNG extension - may contain JPEG data (common Gemini issue),696010511db70ffa0e2c753c_Screenshot%202026-01-08%20151508.png
69600ff2ffb206faf7f183eb,3-ways-to-foster-purpose-in-your-teen-without-nagging,3 Ways to Foster Purpose in Your Teen (Without Nagging),timestamp_filename,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/6960208fe84f5e830a39fd7e_compass_hands_c,Image #1 has timestamp-based filename,6960208fe84f5e830a39fd7e_compass_hands_clean_20260106_123623_pro.png
695ea048b1218a20a90d6bf6,pro-child-not-pro-homeschooling,"Pro-child, not pro-homeschooling",thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/695ea14fadcec2b82bbcf996_Blog%20Post%20Thumbnail%20(56).png,PNG extension - may contain JPEG data (common Gemini issue),695ea14fadcec2b82bbcf996_Blog%20Post%20Thumbnail%20(56).png
695d7bf8c65dc067902345ea,is-anyone-else-still-recalibrating,Is anyone else still recalibrating?,meta_description_short,,Summary only 100 chars (aim for 120-160),A reminder that curiosity beats curriculum. PLUS: a stat that'll make you rethin...
695d7bf8c65dc067902345ea,is-anyone-else-still-recalibrating,Is anyone else still recalibrating?,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/695d7d7d122c6c2f726716fb_Blog%20Post%20Thumbnail%20(55).png,PNG extension - may contain JPEG data (common Gemini issue),695d7d7d122c6c2f726716fb_Blog%20Post%20Thumbnail%20(55).png
695c3698ae3b8199ef2be6ae,why-your-kid-forgets-what-they-learned-last-week,Why your kid forgets what they learned last week,meta_description_short,,Summary only 116 chars (aim for 120-160),Schools resist the one kind of testing that actually works. PLUS: Math academies...
695c3698ae3b8199ef2be6ae,why-your-kid-forgets-what-they-learned-last-week,Why your kid forgets what they learned last week,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/695c37b292375f820c8ec78c_Blog%20Post%20Thumbnail%20(54).png,PNG extension - may contain JPEG data (common Gemini issue),695c37b292375f820c8ec78c_Blog%20Post%20Thumbnail%20(54).png
695c3698ae3b8199ef2be6ae,why-your-kid-forgets-what-they-learned-last-week,Why your kid forgets what they learned last week,missing_alt_text,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/695c36b1a8c3c637f9dfe6c0_Screenshot%2520,Image #1 has no alt text,
695891d608c22bffd88e1365,test-blog-post-via-rube,Test Blog Post via Rube,meta_description_missing,,No summary/meta description,
695891d608c22bffd88e1365,test-blog-post-via-rube,Test Blog Post via Rube,thumbnail_missing,,No thumbnail image set,
6957e034b837436191f8d57e,test-blog-post-future-of-open-education,Test Blog Post: The Future of Open Education,meta_description_long,,"Summary is 162 chars (aim for 120-160, will be truncated)",A test blog post exploring the evolving landscape of open education and personal...
6957e034b837436191f8d57e,test-blog-post-future-of-open-education,Test Blog Post: The Future of Open Education,thumbnail_missing,,No thumbnail image set,
69497a4cfead532d29895608,the-times-says-homeschooled-kids-are-not-all-right,"The Times says homeschooled kids are ""not all right""",thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/69497ac29974c1882c73f607_Blog%20Post%20Thumbnail%20(53).png,PNG extension - may contain JPEG data (common Gemini issue),69497ac29974c1882c73f607_Blog%20Post%20Thumbnail%20(53).png
69497a4cfead532d29895608,the-times-says-homeschooled-kids-are-not-all-right,"The Times says homeschooled kids are ""not all right""",missing_alt_text,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/69497a4cfead532d298955e6_Screenshot%2520,Image #2 has no alt text,
6944165c64a63b6a9d62c2dd,unschooling-a-guide-to-child-led-interest-driven-learning,"Unschooling: A Guide to Child-Led, Interest-Driven Learning",thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/694444db08c5de2c67249e68_Blog%20Thumbnail%20%232%20(6).png,PNG extension - may contain JPEG data (common Gemini issue),694444db08c5de2c67249e68_Blog%20Thumbnail%20%232%20(6).png
694304aaec2c67ff9c3d8b09,child-struggling-to-read-what-actually-works,She Did Everything Right - Her Daughter Still Couldn't Read,meta_description_long,,"Summary is 179 chars (aim for 120-160, will be truncated)","Janssen Bradshaw, a school librarian with 5,000 books, watched her second daught..."
694304aaec2c67ff9c3d8b09,child-struggling-to-read-what-actually-works,She Did Everything Right - Her Daughter Still Couldn't Read,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/69431235af5435157f002638_Janssen%20Bradshaw.png,PNG extension - may contain JPEG data (common Gemini issue),69431235af5435157f002638_Janssen%20Bradshaw.png
